epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.9151726961135864,0.08482705801725388,1e-05,0.8112276792526245,0.18772007524967194
1,0.9167301058769226,0.0832698792219162,1e-05,0.8117210268974304,0.18721061944961548
2,0.918192982673645,0.08180683851242065,1e-05,0.8130320310592651,0.1858605295419693
